content,polarity
Mantaf. top banget buat orang2 jakarta mampir ke restaurant 499 restaurant.all menu food recomended sayanya dah laper jd engak sempet di photo semua.thank u so.so,positive
Restoran ini menyediakan beragam masakan Cina. Favorit keluarga kami adalah mi gorengnya. Untuk yang mau makan di tempat suasananya nyaman karena full ac. Tapi jika mau makan di rumah kita bisa memesan karena bisa diantar ke rumah kita.,positive
"Ayah ibu kami suka pesan makanan di aini. Tadinya saya heran kok repot amat beli jauh2, tapi setelah coba mampir dan mencoba makanannya enak semua, segar, healthy dan ruangan sangat bersih.",positive
"Gerai minuman di foodcourt griya metro, pilihan minuman terbatas minuman botol, kotak, dan air mineral, harga standar foodcourt (3000-5000).",positive
"menu dan harga yg ditawarkan sama saja dgn sapu lidi, cm tempatnya lebih luas. kebetulan kami hanya memesan nasi goreng, sop buntut, cappucino dan jus stroberi. semuanya enaaakkk. :)",positive
"Saya mendapat informasi dari teman kantor bahwa Restoran Sapu Lidi memiliki cabang di Jl.Cihampelas, oleh karena itu pada saat mengunjungi Bandung bersama keluarga kami menyempatkan diri untuk menikmati makan malam di sini. Restoran Sapu Lidi di Cihampelas rupanya lebih kecil dibandingkan dengan yang di Jl.Sersan Bajuri - Lembang. Kami memesan Ikan Gurame Goreng, Sayur Asem, Pepes Tahu dan Ayam Goreng,. Lanjutan",positive
"Kami baru pertama kali ini ketempat ini, seperti biasa saudara yang ada di bandung sini untuk memperkenalkan masakan-masakan yang ada di kota bandung. seperti biasa kami memesan masing-masing. dan saya mencoba dengan pasta nya. rasa nya enak sekali, dan masih banyak menu yang lain nya, harga nya tidak mahal koq.",positive
"Di bandung tepatnya di jln, ciumbuleuit, ada soto semarang namanya, kami sekeluarga emang paling doyan sekali makan soto ayam. hanya kalau di surabaya pakai koya di sini tidak ada. yang buat lebih lezat lagi sambelnya dan minum nya jeruk hangat ehm selera makan jalan terus.",positive
"nah ini baru namanya soto,kalau udah makan pasti nambah lg sepiring,harganya murah meriah,sotonya pun enak,kayaknya gak ada hal negatifnya deh",positive
lumayan banyak menu makanan yg ada disini. harga nya pun lumayan murah untuk rasa yang enak. cocok untuk tempat kumpul makan bersama keluarga.,positive
"enak buat nongkrong, tempatnya sih agak kecil. baked ricenya enak, trus kalau suka kopi bisa coba segala rupa sih. jualan bir juga. kalau mau makan siang di sini mending datang lebih awal, karena mereka masaknya lama, rekor 40 menit buat masak baked ricenya. entah deh kenapa bisa selama itu.",positive
"Makananya enak semua sih. Tempatnya juga asik nyaman bersih juga . Pas buat ngumpul"". Pelayannya juga ramah""",positive
"Untung hangout atau lunch meeting enak, tp terkadang backsound musik twrlalu berisik. Over all makanan dan minuman recommended semua, strategis.",positive
"Baked Rice nya juara, salah satu yang terenak yang pernah saya coba. Apalagi ada promo lunch hanya 30 ribu termasuk ice lemon tea. Tempatnya lumayan enak namun bangku nya tidak begitu banyak. Patut dicoba terutama baked rice nya",positive
"sangat terkenal dengan sajian kopi lokalnya (lintong, sidikkalang, aceh gayo, dll.) Hot & cold beverages masing2 tersedia. Recommended menu yaitu cream bulle, macchiato & con pana. Tapi ice rum latte-nya juga ga kalah rasanya dibanding 3 minuman rekomen tsb. Kalo ada yg non-coffee, bisa pesen smoothies, milkshakes atau beer. Selain minuman, ada cemilan yg biasa ada dikebanyakan tempat, kentang goreng,. Lanjutan",positive
"Abis dari Borma liat ada cafe nyobalah kami kesana, tempatnya unik dan lucu juga imut"" intagramable banget lah. Tapi menunya lumbayan mahal apalagi menu minumnya. makanannya lumbayan, menu minumnya unik, aku pesen minuman yang didalamnya ada batang serainya gitu, rasa manis dan unik",positive
"Saya merayakan ulang tahun pertama putri saya disini. Saya terterik dengan desain interiornya yang cute dan shabby chic, ada juga spot corner yang dipenuhi dengan boneka teddy bear. Cocok untuk foto dengan tema unik dan sweet Makanannya juga enak dengan harga terjangkau",positive
"tempat menikmati hidangan makanan ala barat dan indonesia dengan rasa yang enak dengan suasana di rumah, harga makanan dan minuman beragam dan relatif murah, cocok untuk kencan bersama keluarga tercinta",positive
"Interiornya homy banget seperti di rumah sendiri.bisa buat foto2 lho.seperti di ruang tamu rumah kita.hahahaha. Makanannya juga banyak pilihan.tapi rasanya biasa aja. Ice cream nya enak2, yang paling bikin penasaran ice cream yg isinya ""cacing"" .",positive
"Tempatnya lucu, unik, bener bener sweet home. Pertama kaki kesini buat acara bridal shower temen kuliah, trus ngajak seseorang, yang ketiga bareng ade. Makanan nya juga lumayan.",positive
"tempat unik, bagus buat foto"", makanan enak, pegawai ramah, bersih dan luas, wifi kenceng. harga standar dan sesuai dengan tempatnya. ada menu masakan western dan indonesia. menu favorit lychee mojito dan spagheti",positive
"nasi tutug oncom !!! enakkkkkkk bangeddddhhh. abis makan foto2 donkkkk sayyyy. diliat dari semua menu yg ada, kayanya semuanya enak. fish and chipnya juga menggoda. tapi buat kekinian harus foto disini :D",positive
"tempatnya so romantic,cozy,enak buat santai dengan family,teman,dll makanannya enak,, banyak pula, dari aapertizer sampai dessertnya",positive
"Tiap belanja bulanan di supermarket, awalnya ini tempat dr luar biasa ajah. Eh hari ini pas masuk wow.keren, menu nya simple tapi enak banget, porsi juga pas.beverage n dessert nya oke punya. Tp sayang tenderloin kurang gurih, rasanya agak hambar. Sisanya wow deh",positive
"Pas bgt, raja dimsum dekat dengan lokasi tmpt saya menginap, kuliner lezat yang jafi pilihan utama saat kita lg holiday di bandung",positive
"Desain interior dan suasana membuat pilihan pertama mampir, sambil nunggu gerimis hilang. Menu pesanan pun disodorkan dan memilih irish coffee serta banana sweet nachos. Ternyata irish coffee tak muncul malah dihidangkan seperti foto yaitu ice coffee, setelah memanggil pelayan untuk memastikan pesanan. Diperoleh jawaban kalau Irish coffee tak ada karena ingredient yg disebutkan tak ada. Sampai sekarang gak ngerti mengapa. Lanjutan",positive
"Kesukaan saya disini adalah dori sambal sereh tapi sayangnya kali ini kurang pedas. Hanya pakai cabai merah, tidak ada cengeknya. Minuman teh hijau nya juga maknyus.",positive
"Saya memesan capuccino disini. rasanya enak dengan coklat dan whipped cream diatasnya. Sebagai camilan, saya memesan banana fried. Pisang goreng ditaburi paruitan keju dan coklat diatasnya. Rasanya juga enak, namun agak terlalu manis. Tempatnya lumayan luas, apalagi ditambah adanya diskon 50% menggunakan kartu kredit dari salah satu bank, harganya jadi sangat murah untuk saya dan rombongan teman-teman yang ngobrol ditempat. Lanjutan",positive
"kedai kopi favorit. favorit saya avocado coffee dan pearl coffee. selain coffee, ada juga makanan. club sandwich dan appetizer sampler adalah favoritnya.",positive
"Kopinya selalu enak, favorite kami adalah Cappucino Toraja dan Frappio Chocolate Chips. Green Tea with bobba juga enak banget. Selain minum kopi, juga bisa menikmati makanan di sini. Kalau favorite kami adalah Dori en Oats dan Spaghetti Bolognaise. Seminggu sekali atau seminggu dua kali kami sekeluarga ke sini atau ke Excelso yang di Jl. Sukajadi (Mayfair Building). Pelayanan pun bagus,. Lanjutan",positive
Makanan dan minuman yang disajikan sangat nikmat. Tempat yang strategis. cocok untuk kongkow kongkow dan bersantai. Pelayanan yang diberikan sangat ramah. Dan informasi promo yang diberikan sangat jelas.,positive
Gak suka kopi tapi 1 yang diinget dari Excelso justru French Fries nya. Puluhan taun idup gak pernah nemuin French Fries se-enak dan se perfecto di sini :D,positive
"Kedai mie tarik ini berada di lantai foodcourt Istana Plaza Bandung. Yang bikin menarik pertama adalah mie nya dibuat sendiri oleh mereka tepat setelah kita memesan. Mereka akan membuat mie secara langsung dari adonan tepung yang telah mereka siapkan sebelumnya dan lalu menggebrak meja dalam proses pembuatan mienya. Hal ini yang juga menarik saya, karena suara gebrakan mejanya. ahhaha Ada. Lanjutan",positive
"Tempat ini terletak di kawasan perumahan, namun sangat dekat dengan jalan utama, yaitu Gatot Subroto. Letak restoran ini juga tidak jauh dari kawasan terpadu Trans Studio Mall. Terdapat beberapa perkantoran sehingga saat makan siang, terdapat banyak karyawan yang berkunjung. Makanan disini enak-enak dan hemat di kantong. Sistem prasmanan yang dapat disesuaikan dengan porsi dan budget masing-masing. Yang paling khas adalah. Lanjutan",positive
"Wedang ronde dengan aneka rasa dapat menjadi teman ngobrol dan merokok. Disini juga dapat menikmati nasgor, bubur, mie dan makanan berat lainnya. Lokasinya enak buat ngobrol.",positive
"Wedang ronde ini sangat ramai pengunjungnya. Rasa Jahe mantap, dengan pilihan gula putih dan gula merah. harga kaki lima.",positive
"menu disini sangat membuat mata jelalatan untuk mencicipi semua jenis minuman yang ada didalamnya, rasa minuman yang membuat nagih membuat ingin balik lagi ke kopi tiam, asik juga buat nongkrong dengan teman-teman.",positive
"Roti unyil, toko kue yg menyediakan berbagai macam roti/kue dgn ukuran ckp kecil, tp lezat skali, sangat dikenal di Bogor & Bandung",positive
Ngalau Indah berlokasi di daerah kos-kosan mahasiswa Cisitu. Tempat ini menawarkan menu masakan Padang dari mulai gulai hingga balado. Menu andalan saya adalah 1. Telur mata sapi : dimasak setengah matang dengan kuning yang merekah ketika berpadu dengan nasi anget 2. Jengkol Balado : ini sih selera juara Harga masih masuk di kantong mahasiswa.,positive
"Ayamnya enak bangett. Tapi sambalnya kurang oke rasanya agak pahit san asem, better take away dan bikin sambal sendiri drmh.",positive
"Gokana Teppan merupakan restoran yang menyajikan menu masakan Jepang. Saya mencoba menu paket spesial 5 dan menurut Saya rasanya biasa saja dengan harga menengah. Tersedia welcoming kerupuk, tempatnya besar, baik buat keluarga dan kelompok besar.",positive
Restoran top sea food . Sepecialnya nya kepiting makan dengan kulit nya . Utk saya kurang enak . Kulit nya masih agak keras. Lebih enak masakan chinese food lain mya . Seperti ayam goreng nangking. Ifumie dan sapi cah kailan Pelayanan biasa2.,positive
Saya makan di restoran cepat saji hokben. Tetapi saya harus menunggu kereta saya datang baru saya bisa masuk dan mengunjungi restoran ini. sangat ribet jika kereta belum datang kita gaboleh masuk,positive
"Bakery ini langganan dari kecil di Margahayu Raya, rotinya enak-enak. Sayang terakhir kesini udah tutup.",positive
"saung sari kahuripan memiliki beraneka ragam masakan sunda. tempat yang bersih, nyaman serta memiliki pelayanan yang ramah",positive
mampir ke restaurant ini untuk istirahat sejenak sebelum nympai kekawah putih. aneka masakan khas jawabarat/sunda bisa di cicipin,positive
disini terdapat aneka macam masakan sunda. tempat yang bersih dan nyaman. juga pelayanannya ramah. rasa cukup nyaman dan sesuai dengan budget.,positive
"Ngga ada matinya nyusurin Cafe di Bandung. Termasuk tempat ini, good place banget deh, kopi latte nya juga pas dengan lidah saya. Harga ? worth it lah .",positive
"saya juga tidak tahu mengapa di beri nama Air Mata Kucing. Rasanya seperti teh bisa juga dikombinasikan dengan rasa lain seperti coklat, strawberry, greentea, dsb. Dan bisa juga di tambah topping seperti bubble, oreo. Harganyapun terjangkau.",positive
"Awalnya saya tidak percaya, air mata kucing diminum?. Tapi setelah saya mendekati gerai minuman ini saya baru menyadari bahwa minuman ini adalah sebutan disebuah negara tetangga untuk jenis tumbuhan yang menghasilkan minuman ini. Saya mendapati gerai minuman ini di BIP atau Bandung Indah Plaza. Istri memesan yang original dan saya memesan dengan tambahan rasa jambu, 2 gelas.",positive
"Makanannya standart rumah makan padang,rendang,cincang,gulai tunjang,paru goreng. Rasa tidak istimewa.harga termasuk mahal.",positive
Tempat ini berlokasi sangat strategis karena terletak di seberang hotel Fave serta satu kompleks dengan dua toko pakaian. Jika anda diajak untuk menemani belanja maka tempat ini bisa menjadi salah satu alternatif tempat untuk menunggu. Makanan yang dihidangkan adalah makanan laut serta beberapa jenis makanan paduan ayam dan nasi goreng.,positive
"New papar kitchn & loung cafe di paris van java. rasa nya sudah tutup ya. waktu buka cukup ramai, apa lagi malam minggu banyak pengunjung, makanan nya cukup enak sihhhhh",positive
Kafe ilalang ini modelnya kafe taman gitu. makanan sih standar. dengan harga yang gak gitu mahal. dan tempatnya agak susah dicari. di daerah sukajadi. cuman waktu itu kesana sepertinya sudah tidak beroperasi lagi.,positive
"minggu lalu saya dan teman - teman makan malam di Cafe Ilalang Bandung, sebuah restoran yang menyuguhkan hidangan tradisional khas Bali dengan nuansa restoran yang juga bernuansa Bali. Kami memilih tempat makan lesehan yang nyaman. Sebelumnya kami telah melakukan reservasi, dan dilayani dengan baik oleh staff resepsionisnya. Menu yang disajikan cukup menarik, terutama bebek betutu bakarnya. Sambal mbek dan sate. Lanjutan",positive
Saya beberapa kali makan disini.tempatnya enak buat santai sama teman atau keluarga.harga makanannya jg bersahabat :) Saya suka rawon nya.tengkleng solo wueenak.nasi gudeg maupun nasi liwet solo nya jg enak.,positive
"Warung Wayangku menjual berbagai makanan khas Indonesia,seperti gudeg,pempek,sop iga,dan juga bebek goreng.Harga makanan di sini cukup murah.",positive
"Habis berenang, kita makan kesini. Interiornya ala"" oriental gt. Ada yg outdoor jg, tapi viewnya hanya ke arah kolam dan rumah penduduk. Tom Yum noodlenya ga recommended, udang dan baso ikannya kurang fresh, jadi agak amis gitu.",positive
"rumah makan padang ini tempatnya lumayan bersih. menu nya seperti masakan padang yang lain, ada rendang telur nangka dll. untuk rasanya enak, dan standar masakan padang yang agak berminyak. harga nya ga terlalu mahal ga murah banget juga, jadi cocok lah makan masakan padang disini siang hari.",positive
"sushi boon ini letaknya di depan factory outlet, di halaman nya. menu nya kebanyakan sushi dan ramen. untuk harga nya sih lumayan, ga mahal sekitar 20-30 rb per porsi nya. rasa sushi nya lumayan enak cuma ga ada yang istimewa dari sushi ini. overall sushi boon ini lumayan kalau di akhir bulan pengen makan sushi tapi gamau yang mahal.",positive
Restoran dengan konsep openair sehingga dapat melihat kota bandung. menikmati pemandangan dan udara terbuka,positive
"kadang agak lama makanan nya dateng, makanan favorit disini surabi oncom ayam telor mayo sama, sama ayam/bebek goreng kremes nya.",positive
"Ikan bakarnya enak, apa lagi dari ikan yang masih segar, yang pasti bumbunya meresap jadi benar-bener terasa sekali. Ditambah sambalnya.",positive
"Lokasi cafe ini di Bandung atas ( Dago ) dengan lokasi yang cukup unik, yaitu bangunan yang menuruni tebing dan ditengah tengah rimbunan pohon. Dengan lokasi di atas perbukitan, maka pengunjung dapat menikmati pemandangan dan udara yang cukup bagus. Resto dan cafe ini menyediakan makanan Indonesia dengan berbagai variasi. Secara umum penyajian dan rasa makanannya biasa saja dan pada kondisi. Lanjutan",positive
Makanan disini bener2 ga sesuai lidah gw dengan harga yg ga worth it sih menurut gw. Cuma mungkin bisa cocok dengan lidah visitor lain. Ga tau juga sih. Menu nya western.,positive
"Gw berkunjung ke sini di rekomendasi ponakan, dia sendiri belum pernah kesini, hihihi. Bermodalkan browsing internet jadilah kita sampai di welfed hujan hujanan. Tempatnya di namakan gedoeng putih juga, dan restonya dinamakan welfed. Kalo untuk spot foto2 nya mah juara, tapiii.makanannya astagah.ga ada yang cocok ama lidah kita semua dan price nya mahal bingits untuk kualitas makanan seperti itu. Satupun. Lanjutan",positive
